FullName,Email,Phone,Address,JobTitle,DateOfBirth,Age,Gender,Marriage,Children,FamilySize,Education,Income,HouseOwn,CarOwn,CallsNum,CallsMinutes,SmsSent,SmsVar,Periodicity,SlopeCalls,MobilityClusters,SocialStability,SocialExposure,SocialQuality,MobileMoneyTx,AirtimeTopups,NumFinancialAppsInstalled,NumFinancialAppsUsed,SMSTx_P2P_Count_30d,SMSTx_BillPay_Count_30d,SMSTx_Merchant_Count_30d,SMSTx_Amt_Mean_30d,SMSTx_Amt_CV_30d,SMSTx_OnTimeBillPay_Rate,SMSTx_NightShare,SM_Platforms_Installed,SM_MinutesPerDay,SM_PostsPerWeek,SM_NightUsageShare,SM_Sentiment_Polarity,Apps_TotalInstalled,Apps_SessionsPerDay,Apps_ForegroundMinPerDay,Apps_BackgroundMBPerDay,Apps_Time_ProductivityMin,Apps_Time_GamingMin,Apps_Time_FinanceMin,Apps_ChurnRate_30d,Apps_RiskyCount
Kathleen Williams,cynthia42@gmail.com,533-664-7043,"9026 Alexander Overpass Apt. 687, West Rachel, CA 05893","Engineer, civil (consulting)",28-06-2002,22,Female,Single,3,4,Tertiary,8822,0,0,79,32,17,1.34,0.04,0.05,4,0.98,0.18,0.34,8,5,1,0,1,3,5,17.33,0.72,0.98,0,4,31,1,0.25,0.59,44,1,51,166.5,2,55,17,0.2,2
Brandon Hanson,donna47@gmail.com,676.377.9213x179,"64932 Melanie Port, Thomaschester, PR 05636","Scientist, research (life sciences)",22-11-1977,47,Female,Single,1,2,Primary,3376,0,0,4,56,3,-0.21,1.11,0.74,3,0.4,0.67,0.4,5,2,0,1,6,1,3,17.61,1.17,0.6,0.29,4,219,2,0.35,-0.18,54,20,197,165.1,78,12,14,0.06,2
Jose Green,jbradley@gmail.com,2253610438,"USCGC Jones, FPO AE 62898",Seismic interpreter,15-03-1994,30,Male,Married,0,1,Tertiary,1802,0,0,30,68,35,0.05,0.66,-2.61,5,0.5,0.45,0.23,4,3,0,0,4,4,3,62.38,0.77,0.94,0.25,2,187,0,0,0.27,13,29,172,138.2,34,65,0,0.07,0
Sharon Gonzalez,amy76@hotmail.com,808-411-3365x4867,"8677 Hubbard Trace Suite 522, Natalieside, MS 15832",Learning mentor,09-12-1996,28,Female,Single,2,3,Primary,2046,0,0,48,31,1,-0.59,-0.08,1.28,3,0.92,0.59,0.09,1,4,0,1,1,10,4,14.1,0.91,0.93,0.13,4,82,15,0.17,0.3,35,8,143,153.1,53,6,35,0.24,0
Kevin Chandler,caitlynmiller@hotmail.com,862.714.0993x6373,"USS Mclaughlin, FPO AE 86382","Conservation officer, nature",29-03-1991,33,Male,Single,1,2,Primary,4593,0,0,42,90,52,0.25,0.84,-0.03,2,0.37,0.26,0.57,3,2,2,0,5,2,3,33.18,0.11,0.65,0.09,5,51,7,0.33,0.5,98,13,313,148.1,99,41,24,0.13,0
Colleen Lawrence,robert43@yahoo.com,001-835-356-5081x86698,"5349 Angela Ford, North Brentside, NC 95273",Town planner,21-09-1987,37,Male,Single,1,2,Secondary,2205,0,0,36,70,24,-0.12,1.29,1.68,2,0.09,0.4,0.06,2,1,1,0,4,1,6,14.5,1.29,0.81,0.11,1,176,4,0.11,0.01,63,43,147,196.2,72,25,0,0.1,2
Steven Mann,evansbrian@yahoo.com,258.217.8682x8327,"560 Turner Junctions, Erinland, OH 93049",Special effects artist,07-06-1993,31,Male,Single,4,6,Tertiary,3520,1,0,24,20,29,-1.07,0.26,-0.67,3,0.31,0.83,0.91,0,3,1,0,4,2,3,9.52,1.4,0.74,0.06,1,191,8,0,0.14,91,21,137,111.7,36,41,17,0.19,4
Lindsay Willis,heatherturner@gmail.com,-6632,"USS Hodge, FPO AP 26373","Programmer, systems",19-05-1971,53,Male,Married,4,5,Secondary,2412,0,1,65,16,6,-0.45,-0.79,-1.53,3,0.75,0.9,0.51,9,3,3,1,3,6,4,86.69,0.59,0.7,0.26,1,40,9,0,-0.54,17,24,12,289.8,0,1,31,0.14,0
Michelle Kent,fserrano@yahoo.com,921.369.3178x65813,"50290 Holmes Oval, Campbellview, GA 36850","Optician, dispensing",26-02-1993,31,Male,Single,1,3,Secondary,4942,1,0,44,11,22,-0.45,1.2,0.19,5,0.37,0.75,0.71,6,3,3,1,3,6,4,25.67,0.72,0.71,0.17,5,146,0,0.13,0.1,47,46,13,355.2,95,0,40,0.17,1
Anna Freeman,roger78@yahoo.com,526.694.1034x544,"PSC 7490, Box 3762, APO AP 09420",Tree surgeon,19-01-1975,49,Male,Married,1,2,Primary,4544,1,0,27,117,35,0.78,-0.55,0.72,3,0.83,0.31,0.88,0,5,1,0,5,3,2,15,0.77,0.85,0.15,5,32,10,0.28,-0.13,59,20,184,230.5,13,5,26,0.21,1
John Bennett,joseph00@gmail.com,823.908.9009x0685,"0027 Edwards Overpass, East Sara, NC 85668","Horticulturist, commercial",26-02-1976,48,Male,Single,1,3,Primary,1476,0,1,12,22,32,0.17,1.73,-0.83,5,0.72,0.64,0.42,10,3,1,0,3,7,4,16.98,1.49,0.69,0.08,4,44,8,0.36,0.22,75,30,145,32.2,49,0,33,0.26,3
Lori Gordon,forbesjoshua@hotmail.com,+1-387-547-5298x07213,"3425 Tracy Spurs, Kathleenfurt, AK 64458","Pilot, airline",18-07-1991,33,Female,Married,2,3,Secondary,2030,0,0,42,26,46,-1.36,1.25,0.88,1,0.86,0.2,0.77,7,5,3,0,0,6,4,21.29,0.8,0.92,0.03,2,0,18,0.31,0.51,33,37,158,54.9,64,123,63,0.1,1
Nancy Stevenson,udavis@yahoo.com,771.493.2723x480,"7529 Kyle Plains Suite 659, New Alexishaven, SC 01162",TEFL teacher,19-08-1972,52,Male,Married,1,3,Secondary,4792,1,1,60,0,47,0.97,0.49,-1.69,2,0.31,0.84,0.82,3,6,2,0,4,3,0,16.25,0.84,0.78,0.01,4,75,4,0.08,0.14,51,27,289,184.8,82,71,4,0.32,3
Elizabeth Mcfarland,dayers@yahoo.com,257.934.9272,"030 William Street Suite 553, Port Ronaldbury, MA 93891","Designer, jewellery",10-07-1967,57,Male,Married,2,3,Tertiary,1281,0,1,26,94,32,-1.51,-0.24,-2.31,6,0.29,0.34,0.91,3,5,1,0,4,2,0,28.15,0.31,0.99,0,0,68,10,0.33,0.26,68,16,103,221.1,20,90,4,0.19,3
Scott Flores,grimesmichelle@hotmail.com,643.716.6781x9558,"PSC 2389, Box 8424, APO AP 19006",Commercial/residential surveyor,20-07-1981,43,Male,Married,1,2,Secondary,1835,1,0,17,32,54,1.42,0.11,0.47,1,0.78,0.87,0.88,5,5,3,1,2,4,1,34.99,0.61,1,0.12,2,159,9,0.09,-0.07,20,29,349,341.9,19,19,35,0.26,2
Miss Kelsey Brown,karenmartin@yahoo.com,727.244.7415x245,"795 Reed Avenue Apt. 561, Lake Mason, NM 78909",Food technologist,31-08-1978,46,Male,Single,0,1,Secondary,3778,1,0,27,39,56,0.67,0.27,-0.15,1,0.74,0.48,0.2,4,6,0,2,7,2,3,21.3,0.6,0.89,0.16,0,141,3,0.35,-0.29,60,34,156,338,82,0,16,0.28,3
Hannah Buckley,milleranthony@yahoo.com,8123578310,"2110 Diane Extensions, South Lisa, MH 55947",Civil Service fast streamer,15-09-2006,18,Male,Single,2,4,Secondary,1779,1,1,39,8,18,-0.14,-0.11,0.9,4,0.31,0.06,0.81,10,6,0,0,2,10,2,34.62,0.89,0.66,0.18,1,84,10,0.22,0.31,64,33,382,288.8,7,12,0,0.18,0
Joseph Young,corey58@hotmail.com,2264195196,"13068 Jackson Crossroad, East Christy, MA 74153",Air cabin crew,30-08-1982,42,Female,Single,0,2,Secondary,2088,0,1,27,66,7,0.1,-0.98,-1.36,6,0.72,0.09,0.78,3,4,0,1,3,4,2,20.01,1.11,1,0.01,2,195,2,0.12,0.01,58,17,159,178,31,62,83,0.23,3
Kathleen Beard,carrollmark@hotmail.com,001-939-404-9727,"08500 Collins Prairie, New Aaron, MA 42909",Rural practice surveyor,13-03-1975,49,Male,Single,4,5,Secondary,1949,0,0,30,48,30,0.33,-0.89,-0.07,1,0.61,0.57,0.2,9,2,1,0,4,6,0,20.58,0.97,0.7,0.33,5,61,9,0.06,0.17,25,39,93,91.5,0,18,64,0.08,2
Erika Ferguson,xbaker@yahoo.com,+1-675-906-4827x186,"67845 Guzman Ranch, Humphreyport, KY 25577","Therapist, nutritional",12-09-1967,57,Female,Single,1,2,Secondary,2928,1,1,27,71,7,0.01,-1.11,0.83,3,0.02,0.32,0.25,4,5,3,1,4,4,1,40.84,0.77,0.73,0.21,0,138,4,0.3,0.2,52,4,6,223,14,0,46,0.1,3
Stacey Warner,lisasmith@gmail.com,001-553-799-2722,"309 Jerry Hill, Port Marcusport, OR 32268",Product manager,06-07-1994,30,Male,Married,1,2,Secondary,2356,0,0,12,12,58,0.04,1.07,1.67,3,0.49,0.77,0.02,6,5,3,1,3,3,2,58.01,1.25,0.75,0.22,4,134,9,0.05,-0.35,31,25,4,152.8,6,49,0,0.1,3
Patricia Olsen,jessica56@hotmail.com,356-787-8322x714,"12891 Lopez Plains, Lake Jeffreyside, IA 67340","Clinical scientist, histocompatibility and immunogenetics",02-11-1986,38,Female,Single,0,2,Primary,1579,1,0,46,145,31,0.4,-2.44,-1.23,2,0.06,0.35,0.78,4,7,1,0,3,8,1,15.69,0.61,0.89,0.29,5,54,2,0.23,-0.2,41,29,69,0,19,64,60,0.16,1
April White,dennis38@hotmail.com,331-923-7900x4724,"048 Butler Station, Lewisville, MA 09083",Futures trader,11-06-1974,50,Male,Married,2,4,Tertiary,1814,0,0,46,32,2,-3.08,-0.02,1.14,4,0.65,0.2,0.85,8,3,2,0,2,4,3,27.84,0.83,0.74,0,4,90,0,0.35,0.32,50,20,111,365,4,134,36,0.2,0
Lawrence Bush,nshaffer@gmail.com,6338958401,"PSC 1806, Box 4966, APO AA 64938","Embryologist, clinical",26-01-1997,27,Male,Single,2,3,Secondary,1235,1,0,85,43,38,-0.44,0.33,0.31,4,0.88,0.19,0.26,7,4,1,1,5,4,2,54.08,0.74,1,0.19,5,38,3,0.04,0.45,49,10,0,57,65,24,0,0.35,0
Desiree Smith,rossjoshua@yahoo.com,228.468.0404x872,"002 Horton Mountain Apt. 198, Wallaceland, NJ 59404",Barista,11-07-1981,43,Male,Married,1,3,Primary,1880,0,0,69,55,12,-0.14,0.94,-0.2,2,0.93,0.85,0.86,6,5,0,0,0,8,3,48.22,0.66,0.52,0.38,4,64,4,0.44,0.36,64,38,260,176.9,0,74,0,0.26,5
Kelly Scott,karen95@gmail.com,(752)447-4190,"758 Barrett Plains, Lake Benjamin, RI 92505",Further education lecturer,08-08-2006,18,Female,Divorced,4,6,Primary,3680,0,0,33,47,6,0.27,1.75,0.77,3,0.34,0.43,0.79,8,5,4,0,6,4,6,81.08,1.28,0.53,0.25,1,188,3,0.1,0.32,53,42,22,332.1,73,33,0,0.15,1
Michael Jefferson,john47@yahoo.com,001-494-519-4258x64984,"Unit 6034 Box 9159, DPO AP 44486",Geographical information systems officer,02-10-1981,43,Female,Married,3,5,Tertiary,1975,1,0,25,101,7,-0.27,0.12,-0.05,5,0.59,0.06,0.56,5,4,0,0,7,2,6,14.68,1.12,0.59,0,1,27,12,0.15,0.41,17,31,0,42.5,73,25,47,0.19,2
Adrian Robinson,kelly23@gmail.com,001-690-593-1610x41541,"156 Parsons Harbors Suite 264, Martinfort, NC 87011","Programme researcher, broadcasting/film/video",19-09-2006,18,Male,Divorced,2,3,Secondary,3339,0,1,5,47,4,-0.21,2,-0.34,7,0.69,0.55,0.34,6,1,2,0,2,4,3,41.18,0.87,0.92,0.04,2,94,7,0.07,0.02,47,34,321,284.1,15,0,82,0.12,3
Brooke Mcclure,robertwelch@yahoo.com,389.577.4064,"30584 James Oval Suite 815, East Michelle, ME 12720",Information systems manager,09-01-2006,18,Male,Married,4,6,Secondary,7403,0,1,24,62,9,1.92,0.24,0.49,2,0.91,0.02,0.73,4,5,3,2,2,2,6,48.83,0.12,0.61,0.23,5,80,2,0.3,0.43,51,33,195,197.8,13,102,14,0.15,1
Laura Patterson,fisherchristopher@gmail.com,(941)813-0838x1112,"9268 John Radial, East Jose, AK 03043",Secretary/administrator,12-11-1993,31,Male,Married,3,5,Primary,2752,0,1,17,61,57,0.04,1.13,0.54,3,0.74,0.05,0.48,12,1,2,0,2,5,4,23.95,0.77,1,0.17,0,57,6,0.38,0.11,44,23,275,209.8,21,0,46,0.18,0
Melvin Lee,garyfrancis@hotmail.com,742.834.9498x6356,"208 Kennedy Summit Apt. 375, West Mark, NM 77470","Engineer, maintenance",15-06-1995,29,Male,Single,2,3,Secondary,5954,1,0,70,29,17,0.57,0.01,-1.86,2,0.19,0.1,0.6,6,6,3,0,5,5,1,38.44,0.65,0.6,0.02,3,207,7,0,0.23,43,26,60,180.6,37,57,5,0.2,5
Michael Jefferson,smithnathaniel@hotmail.com,6428285863,"57823 Patterson Locks, Jeremyfort, NJ 94953",Health visitor,17-07-1989,35,Male,Married,3,4,Primary,1463,1,0,22,99,42,0.51,-0.07,0.24,4,0.1,0.6,0.6,10,5,1,3,7,1,1,9.7,1.17,0.67,0.21,3,49,3,0,-0.16,66,28,337,117.6,36,66,0,0.21,1
Ashley Buck,keithjarvis@yahoo.com,980-518-7689,"02553 Karen View, Nelsonberg, OH 46476",Travel agency manager,14-01-2006,18,Female,Single,1,2,Primary,3623,0,0,49,3,71,-2.17,2.46,1.22,1,0.96,0.91,0.57,4,7,2,0,2,9,3,61.77,0.64,0.83,0.15,2,80,3,0.41,-0.32,51,19,124,235.9,16,60,0,0.1,2
Mrs. Alexis Hudson,velasquezmelissa@hotmail.com,+1-908-539-8468x91297,"2679 Nelson Trace Apt. 731, Jacksonburgh, FL 47419",Armed forces training and education officer,25-07-2002,22,Female,Single,1,3,Primary,4031,0,0,22,9,1,-1.35,-1.25,-0.3,2,0,0.59,0.65,5,4,1,1,7,9,1,39.14,0.53,1,0.04,0,81,0,0.06,-0.43,47,3,93,298.2,61,31,12,0.19,1
Clinton Nichols DDS,rileyheather@hotmail.com,-7398,"25797 Hill Valleys, Glennhaven, DC 46173",Meteorologist,12-10-1967,57,Male,Single,1,2,Secondary,3014,1,1,26,7,33,-1.11,-0.02,-1.41,4,0.99,0.97,0.81,2,0,3,0,2,0,3,36.26,0.7,0.99,0.27,1,58,0,0.36,0.18,25,5,263,17.6,82,40,10,0.2,1
Adam Davis,marvin50@hotmail.com,720.442.7967x735,"63076 Glen Plains Suite 733, North Ryanview, FM 11469",Research scientist (life sciences),12-07-1989,35,Male,Single,0,1,Secondary,3833,0,1,65,68,0,0.17,0.4,1.92,5,0.94,0.63,0.63,4,2,2,2,0,1,4,29.59,0.3,0.8,0.19,4,55,10,0.27,-0.16,87,20,139,226.4,0,0,38,0,4
Linda Krueger,suzanne96@yahoo.com,(665)463-6204x8757,"0314 Wilson Run, New Daniel, WA 22893","Administrator, Civil Service",08-02-2002,22,Male,Married,2,3,Tertiary,3683,1,0,36,30,9,-2.45,-0.42,-0.28,4,0.99,0.56,0.94,7,6,1,0,1,2,1,83.71,0.95,0.92,0.06,3,69,4,0.02,0.07,57,25,224,28.1,51,0,0,0.26,0
Stephen Malone,jasmine61@gmail.com,001-517-513-9727x5421,"10137 Rivera Mountains, Perkinsview, MA 00613",Sales promotion account executive,03-10-1980,44,Male,Married,1,2,Secondary,1727,1,0,15,28,31,0.87,0.09,1.43,4,0.63,0.72,0.51,5,4,4,0,3,3,1,17.02,0.89,0.43,0,4,39,0,0.04,-0.11,25,28,175,140.1,90,71,29,0.16,0
Brandon Walters,doylejoseph@gmail.com,607.602.1710,"62737 Andrew Ports Apt. 147, South Paulville, PW 10515",Geophysical data processor,06-09-1992,32,Male,Married,1,3,Secondary,3752,0,0,62,34,37,-0.15,1.11,1.02,4,0.19,0.4,0.13,2,1,3,0,1,7,1,14.08,1.1,0.87,0.17,2,145,0,0.38,0.12,30,48,90,138.3,74,14,44,0.22,2
Mr. Paul Thompson,wpowers@yahoo.com,7414085204,"72805 Ross Groves Apt. 038, East Latoya, TX 69602",Manufacturing systems engineer,07-05-1980,44,Male,Married,1,2,Primary,6395,1,0,60,27,34,0.5,-0.59,0.01,2,0.59,0.53,1,6,6,1,0,7,2,5,18.41,1.04,0.52,0.23,5,48,11,0.02,0.62,45,45,193,215.2,51,25,0,0.21,2
Tammy Rios,carolellis@yahoo.com,+1-415-878-7956x136,"382 Zachary Underpass Apt. 714, Janeberg, NH 85445","Engineer, aeronautical",04-09-1993,31,Female,Single,0,1,Tertiary,4637,0,0,16,38,17,0.28,0.05,-0.98,3,0.59,0.68,0.55,5,7,2,1,0,6,3,37.84,0.71,0.84,0.03,2,47,6,0.23,0.69,34,0,445,160.6,32,1,52,0.1,2
Timothy Anderson,dcox@hotmail.com,(222)998-5912,"23773 Christine Trace, East Jeremyland, DC 95024","Engineer, civil (consulting)",01-01-1967,58,Male,Single,2,3,Tertiary,1823,1,0,15,82,29,0.85,0.75,0.13,6,0.44,0.05,0.19,2,5,3,0,1,2,4,43.31,0.82,0.99,0.21,4,160,4,0.12,0.22,42,21,110,33.2,19,52,13,0.07,0
Kevin Bennett,hughesjessica@yahoo.com,-8126,"944 Villa Mill Apt. 548, Juarezshire, AK 19111",Animal technologist,17-04-1987,37,Male,Single,1,2,Secondary,2783,0,1,81,62,29,3.2,0.66,-1.85,2,0.97,0.91,0.28,4,5,0,0,4,2,4,15.61,1.32,0.69,0.14,2,86,0,0.12,0.35,3,29,194,214.5,88,10,22,0.01,0
Jimmy Johnson,jorgewashington@hotmail.com,747.791.1817,"3007 Tricia Wall Suite 929, Nathanland, MS 30224",Further education lecturer,08-05-1985,39,Male,Married,4,5,Primary,5813,1,0,2,47,31,-1.98,1.87,1.97,4,0.99,0.68,0.91,0,6,2,0,8,4,1,57.75,1.82,0.86,0.08,2,67,7,0.31,0.05,59,30,230,0,4,24,34,0,3
Martin Gentry,cordovapaul@gmail.com,396.918.3367x608,"0267 Kimberly Groves Apt. 186, North Edwin, OK 70257","Designer, jewellery",02-04-2006,18,Female,Married,4,6,Secondary,3034,1,0,14,54,22,-1.02,0.24,0.52,6,0.23,0.09,0.01,5,4,3,1,4,5,2,51.61,0.66,0.85,0.28,0,218,0,0.17,0.45,48,14,140,180.3,106,58,0,0.25,3
Brittany White,elliottvictoria@hotmail.com,579.209.2070x059,"PSC 3819, Box 6719, APO AE 66932",Fitness centre manager,21-02-2000,24,Female,Single,0,1,Tertiary,1944,0,0,83,108,16,-0.58,0.88,-1.9,4,0.25,0.47,0.75,9,7,2,0,5,2,1,110.54,1.04,0.76,0.12,3,114,5,0.1,0.04,45,55,0,3.4,19,0,62,0.11,0
Benjamin Stokes,crystalsanders@hotmail.com,724.491.4305,"827 House Knoll, Port Ashley, IL 81246","Teacher, adult education",14-01-1976,48,Female,Single,3,4,Tertiary,2623,1,0,27,19,93,-0.99,0.32,0.34,4,0.33,0.2,0.93,8,6,0,0,5,3,1,27.6,0.24,0.79,0.11,0,150,0,0.45,0.72,47,20,342,244.3,38,63,17,0.12,1
Margaret Vazquez,qsnyder@yahoo.com,+1-495-339-3629x344,"6219 Russell Ramp Suite 848, South Danatown, PA 77172",Agricultural consultant,18-12-1999,25,Male,Married,0,1,Secondary,3456,0,0,3,58,30,-1.56,0.56,-0.67,2,0.98,0.87,0.86,8,2,0,3,1,4,1,37.2,0.83,0.79,0.12,1,0,11,0.27,-0.16,49,17,383,365,47,116,48,0.2,2
Christopher Smith,patricia83@yahoo.com,9015264179,"0632 Maria Stravenue, North Michelle, WI 70639",Dance movement psychotherapist,19-01-1978,46,Male,Single,3,4,Primary,2907,0,0,9,57,1,0.14,-0.73,0.35,4,0.6,0.25,0.52,1,3,0,1,0,9,3,71.28,0.37,0.63,0.13,3,62,5,0.03,0.18,33,46,324,311.5,0,38,0,0,2
Christopher Stevenson,bmiller@hotmail.com,642-949-0573x663,"3055 Nicole Expressway Suite 565, Thomasview, AZ 94864",Tax inspector,01-04-2006,18,Female,Single,1,2,Primary,7327,1,1,13,25,72,-1.41,-0.35,0.45,6,0.17,0.3,0.21,11,2,1,0,2,7,1,28.01,0.75,0.97,0.1,0,121,4,0.16,0.05,40,41,223,13.5,23,0,50,0.03,4
Sara Wilson,josephsmith@hotmail.com,(787)590-1375,"48856 Danielle Turnpike Apt. 422, Emilyport, ME 34932",Geophysicist/field seismologist,28-01-1990,34,Male,Single,4,6,Secondary,2482,0,0,15,75,16,-2.18,-0.03,1.04,2,0.92,0.47,0.34,7,6,0,4,5,8,3,33.39,1.35,1,0.13,4,19,0,0.48,-0.37,25,8,190,95,11,35,32,0.23,6
Angela Allison,jamescarolyn@gmail.com,-3467,"5174 Jeremiah Inlet Apt. 338, South Robert, KY 97301","Psychologist, prison and probation services",26-08-1979,45,Male,Single,2,3,Secondary,5060,0,0,59,89,37,0.41,-2.2,1.77,3,0.11,0.8,0.03,2,5,2,0,0,7,2,25.35,0.42,0.74,0.16,2,125,13,0.24,0.21,60,23,128,179.1,105,4,34,0.16,3
Sara Stevens,rwade@gmail.com,281-359-5788,"USCGC Erickson, FPO AA 11546",Mechanical engineer,14-05-1988,36,Male,Married,2,3,Primary,1385,1,1,28,37,32,0.38,-0.48,1.47,2,0.51,0.23,0.69,7,7,1,0,0,1,4,38.34,0.78,1,0.1,4,117,0,0.37,0.22,51,47,311,125.3,28,41,37,0.09,0
Samantha Cruz,davidferrell@yahoo.com,526.524.6174x374,"5251 Joseph Trail Suite 201, Thomasland, MI 55951",Broadcast presenter,14-01-1994,30,Female,Single,2,3,Secondary,2733,0,0,17,67,18,-0.71,-0.08,-1.67,4,0.27,0.3,0.95,5,2,4,0,0,4,4,31.81,0.81,0.57,0.23,3,168,3,0,-0.36,53,6,166,52.3,49,0,55,0.04,3
Christopher Jones,evansmiguel@gmail.com,(771)246-5183,"0236 Harvey Wells Suite 594, Christinachester, TN 29795",English as a foreign language teacher,10-08-1978,46,Male,Married,1,3,Secondary,1756,0,1,9,100,38,-1.86,-0.04,2.1,3,0.46,0.01,0.15,5,6,2,0,4,6,4,11.65,0.27,0.57,0.08,4,69,11,0.04,0.36,50,14,405,149.4,15,78,33,0.13,0
Brittney Rice,danny81@yahoo.com,-8608,"96024 Hill Mount Suite 091, Raymondside, MO 65076","Surveyor, planning and development",21-01-1968,56,Female,Single,3,4,Primary,6717,1,0,56,112,39,-0.39,0.84,-0.88,5,0.51,0.88,0.11,5,3,2,0,0,1,1,26.49,0.78,0.96,0.3,2,121,10,0.24,-0.25,38,17,169,0,40,41,42,0.22,0
Mario Cruz,scottsergio@gmail.com,+1-271-621-6226x3554,"44424 Hannah Coves, North Stacyton, NY 18193",Academic librarian,12-11-1983,41,Male,Single,2,3,Secondary,6558,0,0,42,87,60,0.02,-0.32,0.17,4,0.8,0.47,0.14,1,4,0,0,1,4,2,34.88,0.93,0.87,0.22,4,50,0,0.15,0.55,1,26,294,3,0,73,16,0.22,3
Stephanie Caldwell,ryan80@gmail.com,946.761.5557x4787,"639 Shaw Pike, Sabrinaside, MA 45988",Civil Service administrator,23-09-1970,54,Male,Single,3,5,Secondary,2685,0,1,28,0,46,2.42,0.94,-0.38,4,0.61,0.59,0.78,7,3,2,1,2,1,2,32.59,0.6,0.79,0.09,1,29,6,0.19,0.2,28,17,353,4.9,100,94,1,0.12,5
Jennifer Mason,anthony51@yahoo.com,540-782-8765x1628,"6144 Nguyen Fall Suite 363, Mandymouth, WA 91528","Engineer, building services",14-08-1977,47,Male,Single,4,6,Secondary,2656,0,0,39,53,40,1.71,-0.04,0.52,4,0.93,0.12,0.72,0,3,2,1,4,3,3,19.22,0.49,0.57,0.06,2,89,11,0.09,-0.28,47,34,225,257.6,47,100,6,0.23,2
James Watts,skinnerdebbie@hotmail.com,666.526.0465x44514,"17304 Cowan Burgs Suite 232, Timothyshire, MT 46961",IT technical support officer,18-01-1996,28,Male,Single,3,5,Primary,1788,0,0,20,48,30,0.49,0.39,1.04,2,0.11,0.92,0.75,8,1,4,1,3,2,2,34.31,0.28,0.74,0.09,3,99,10,0.17,0.2,36,28,125,337.5,36,4,1,0,3
Michael Marsh,johnsonjason@hotmail.com,411.388.0264,"12549 Renee Radial Suite 367, West Donnachester, PR 72827","Geologist, wellsite",09-09-1986,38,Female,Married,2,3,Tertiary,1573,1,1,43,76,65,1.22,0.04,0.21,3,0.29,0.15,0.33,5,6,0,0,7,6,3,78.32,1.36,0.69,0.22,2,48,4,0,0.18,57,0,306,126.6,68,51,0,0.25,0
Kimberly Hutchinson,hernandeztodd@gmail.com,001-573-203-7235x1808,"09785 Lopez Ranch Apt. 945, West Christopherchester, FL 15369",Product manager,11-05-1971,53,Female,Single,1,2,Primary,5493,0,0,61,99,40,0.27,1.64,-1.01,5,0.44,0.89,0.4,2,6,1,2,4,7,1,51.6,0.72,0.84,0.15,5,74,0,0.19,0.4,93,27,406,93.2,29,10,48,0.17,3
Annette Chavez,blackbrian@gmail.com,673.594.1207,"37812 Haynes Divide Suite 680, Vaughanhaven, WY 17220",Armed forces training and education officer,24-05-2003,21,Female,Married,0,2,Secondary,5797,0,1,21,81,4,-0.56,0.58,-0.01,2,0.2,0.7,0.15,8,3,2,0,2,3,1,55.19,1.15,0.91,0.12,0,165,0,0.32,-0.12,54,28,94,100.2,0,0,0,0.22,4
Brittany Mccarthy,daniel11@hotmail.com,282.544.1852,"7447 Ward Road Apt. 962, New Eric, OH 92618",Science writer,19-10-2003,21,Male,Married,0,2,Secondary,7544,0,1,26,79,4,2.29,-0.25,0.75,3,0.03,0.38,0.8,3,7,0,0,0,4,2,36.68,0.84,0.9,0.08,2,62,2,0.24,0.17,41,37,230,354.2,32,0,4,0.26,0
Kelly Wilson,andrew98@gmail.com,001-723-438-1711x358,"8345 John Meadows Apt. 403, East Carlaton, PW 71636",Early years teacher,12-06-1996,28,Male,Married,4,6,Secondary,4590,0,0,19,59,34,1.01,0.05,0.07,1,0.25,0.8,0.83,7,6,0,0,1,0,1,159.38,0.92,1,0.2,4,122,3,0.17,0.04,52,42,434,225.6,0,0,22,0.17,0
Erik Paul,bwaters@hotmail.com,326-265-9965,"3345 Douglas Springs Suite 246, Lake Paul, CO 22192","Therapist, drama",16-06-2006,18,Male,Single,3,4,Tertiary,6598,1,1,27,95,11,0.83,-0.24,-2.06,1,1,0,0.24,3,5,1,0,2,9,3,31.18,1.51,1,0.13,3,103,6,0.17,0.01,38,36,5,309.1,71,15,4,0.06,0
Shawna Mcclure,bsullivan@hotmail.com,(407)528-3110x340,"USS Fowler, FPO AP 82131",Corporate investment banker,23-11-1991,33,Female,Single,5,6,Secondary,1179,0,0,40,17,76,2.01,2.26,0.26,4,0.44,0.15,0.48,5,3,1,2,5,3,3,28.75,1.37,0.83,0.05,2,135,10,0.58,0,29,19,220,257.7,43,75,0,0.18,1
David Collins,smithdaniel@hotmail.com,001-767-353-5939x4466,"Unit 9188 Box 6866, DPO AA 75752",Cytogeneticist,22-09-1980,44,Female,Married,1,3,Secondary,3288,0,0,21,51,54,-0.78,-0.79,0.88,2,0.01,0.68,0.81,4,5,4,0,2,2,3,26.69,0.91,0.71,0.03,1,46,11,0.08,0.17,37,26,372,357.4,83,0,11,0.24,2
Hannah Becker,parksjill@gmail.com,600.405.4952x3142,"9298 Charles Dale Apt. 712, East Waynebury, NM 90119",Fine artist,10-07-1988,36,Female,Single,4,6,Primary,4053,1,1,4,97,9,0.51,-1.03,1.39,2,0.98,0.22,0.26,7,4,2,0,4,7,2,26.8,0.91,0.84,0.13,4,42,3,0.2,0.24,24,0,133,0,52,7,18,0.02,4
